basin,NSE,Alpha-NSE,Beta-NSE,FHV,FMS,FLV,KGE,Beta-KGE,Peak-Timing,Peak-MAPE,Pearson-r
01013500,0.9084976613521576,0.9411725997924805,-0.01853306032717228,-10.62476634979248,5.2240618743857175,45.02099661494338,0.9217481262522409,0.977817177772522,1.0833333333333333,20.77459692955017,0.9534101392158801
01022500,0.8847129046916962,0.9038683176040649,-0.07404254376888275,-6.665761023759842,-6.930617942257113,13.73796933322779,0.8583106110619323,0.9120230674743652,0.34375,20.350319147109985,0.9443704941532822
01030500,0.8912422060966492,0.945715069770813,0.013347514905035496,4.715290665626526,-20.177441023952213,40.94574856601718,0.9203321039446719,1.0167663097381592,0.8620689655172413,20.238537623964508,0.9441518946636597
01031500,0.8669806718826294,0.8829616904258728,0.007808089256286621,-12.279199063777924,-9.21594202346797,19.22195271730966,0.8642804673787933,1.0126863718032837,0.125,28.02857756614685,0.932465700585418
01047000,0.8338580578565598,0.9106962084770203,-0.035051874816417694,-7.781331241130829,-10.554667201991538,32.71989061109756,0.8646386128819704,0.945932149887085,0.03125,28.406715393066406,0.9138361704292074
01052500,0.8323743492364883,0.8036066293716431,-0.04118572548031807,-21.22214585542679,-5.724327853909413,-429.81753194974414,0.7781605521532949,0.9339464902877808,0.17647058823529413,32.82432556152344,0.920757849291797
01054200,0.7048702239990234,0.824586033821106,0.025366203859448433,-20.503155887126923,-7.287948646503471,33.19205733312918,0.757880175911051,1.0477628707885742,0.34375,43.835270404815674,0.8400917204761198
01055000,0.7057993412017822,0.8404901623725891,-0.011263525113463402,-17.517197132110596,-5.725706490189319,-338.3989427170659,0.7733305700378339,0.9800564646720886,0.20588235294117646,42.871377047370466,0.8401941879089665
01057000,0.8235574811697006,1.0026195049285889,0.05371697247028351,-0.313819688744843,1.0743852968711427,-272.65602577390445,0.8810819316388631,1.0815109014511108,0.25,20.88051587343216,0.9134516428734755
01073000,0.890894427895546,1.0207480192184448,0.05813762545585632,3.236515074968338,-11.61761731881991,65.0938630183648,0.8809632231702808,1.1052570343017578,0.26666666666666666,18.88711452484131,0.9484225759995907
01078000,0.8863633573055267,0.9480847716331482,0.02729545719921589,-5.145058780908585,-0.768123006191847,-387.7169498045767,0.9126190727925322,1.0395328998565674,0.375,26.267486810684204,0.9418847237622927
01118300,0.8079030066728592,0.9246811270713806,-0.01870790868997574,-6.254895031452179,-21.462614340342775,49.11145328536328,0.8716648061763568,0.9740470051765442,0.13333333333333333,26.809533437093098,0.899384735679877
01121000,0.8053217679262161,0.8001254200935364,-0.03494211658835411,-21.527597308158875,-10.039795423200912,67.87483158097719,0.7718949764211641,0.9463340044021606,0.3225806451612903,37.112682096419796,0.904072866165987
