basin,NSE,Alpha-NSE,Beta-NSE,FHV,FMS,FLV,KGE,Beta-KGE,Peak-Timing,Peak-MAPE,Pearson-r
10002,0.9010892808437347,0.9292628765106201,-0.07190423458814621,-8.228927105665207,5.8187194961485975,-4.9949323104876635,0.8887320811154706,0.9286056756973267,0.4166666666666667,20.71160078048706,0.9522542191318737
10003,0.924186460673809,0.9609148502349854,-0.08898962289094925,-4.255747422575951,3.3233430472510683,14.873494028193148,0.9108896636326353,0.9277471899986267,0.16,16.713573455810547,0.9654669062744633
1001,0.8757248297333717,1.0093315839767456,-0.005466334987431765,4.224377870559692,-6.65555148426813,24.002406667238883,0.9374510861259611,0.9934882521629333,0.2962962962962963,23.848448859320747,0.9384948351159568
101002,0.750691220164299,0.7460767030715942,-0.2350529283285141,-26.85627043247223,0.21303359909214625,48.002705226717204,0.6284775528841808,0.7430752515792847,0.3,42.21862316131592,0.9131578349136348
101005,0.8463678807020187,0.8527513146400452,-0.024574369192123413,-15.029411017894745,-0.22964863691025084,-3.285589658926217,0.8306075073050562,0.9671271443367004,0.21739130434782608,25.789974046790082,0.9229869062969712
102001,0.8219771236181259,0.8871917128562927,0.002628255868330598,-12.882134318351746,5.3113541030233575,-384.1272853668801,0.8536369499703946,1.0043398141860962,0.14285714285714285,32.539619718279155,0.906846370019726
106001,0.8501220047473907,0.877508819103241,-0.05746304988861084,-18.193319439888,-1.5966704791910586,21.1911079111837,0.8449540759667878,0.9415637254714966,0.48,36.45426559448242,0.9250309998662152
11001,0.9441944397985935,0.967987060546875,-0.015561799518764019,-2.1591495722532272,2.8656149107149886,-4.774254412724455,0.95513309328252,0.9860501289367676,0.3076923076923077,16.20185925410344,0.9718288778483215
11003,0.8767319843173027,0.9343744516372681,-0.015988992527127266,-5.807932466268539,1.8925600541145944,-11.916333825083104,0.9075704085673539,0.985803484916687,0.4230769230769231,26.088419327369106,0.9364785411535135
11004,0.8307459205389023,1.22086501121521,0.04303513094782829,18.39482933282852,16.93270008296353,-2.4880235909295947,0.7713845141961428,1.0335203409194946,0.5384615384615384,19.327396612900955,0.9514194080431324
12001,0.8477607816457748,0.8828128576278687,-0.05502570420503616,-15.325349569320679,6.537848120859155,5.949497563427225,0.8508799814042439,0.9488504528999329,0.5652173913043478,28.34821783978006,0.9232687974803571
12002,0.8765631169080734,0.9058327078819275,-0.02593437395989895,-12.600909173488617,2.7670657498794258,15.479147592416655,0.8838911842484347,0.9742838144302368,0.36,24.44293212890625,0.9371314387780185
12005,0.7997671067714691,0.8663671016693115,-0.06392721086740494,-13.435348868370056,-5.68296814566379,12.164756708441441,0.817155529587299,0.929380476474762,0.20833333333333334,29.592889547348022,0.8971057254201706
12006,0.8114104121923447,0.8389558792114258,-0.03759307786822319,-17.721763253211975,-0.670187875201302,0.44478342188015907,0.8087218957027069,0.9623489379882812,0.20833333333333334,29.516347249348957,0.9039036843974185
12007,0.8044950067996979,0.8419119715690613,-0.029890552163124084,-17.766080796718597,-6.339147058749016,12.321103517787718,0.8101486624800318,0.969930112361908,0.5555555555555556,36.06680764092339,0.8992651625187587
12008,0.865856945514679,0.9329569339752197,-0.002029947703704238,-8.57076644897461,4.137696120327289,5.524067016612487,0.9033990814548284,0.996924638748169,0.125,25.99124312400818,0.9305197372274789
12009,0.8516074120998383,0.9028078317642212,0.029112033545970917,-10.94132661819458,0.6143467452649337,-153.32083092561834,0.8675232070927847,1.0474778413772583,0.15384615384615385,29.904303183922398,0.9235170759530916
13001,0.8852716088294983,0.9215691089630127,-0.031825367361307144,-7.845351845026016,6.708443003821175,-22.00337191994655,0.894509698179989,0.9603641629219055,0.34782608695652173,26.40595228775688,0.9416407716951297
13004,0.8533214181661606,0.8699098825454712,-0.06507614254951477,-15.335631370544434,0.9252076152197818,-23.96943093516817,0.836333545100695,0.9317483305931091,0.20833333333333334,32.846641540527344,0.9278544566647005
13005,0.9085926562547684,0.9459933638572693,-0.007913026958703995,-7.535143196582794,4.0339645534314235,-3.900480589785788,0.9277694312662192,0.9892259240150452,0.2857142857142857,25.91890834626697,0.9532618186187937
13007,0.8820477277040482,0.9202788472175598,-0.011198698543012142,-11.168000847101212,4.241528543401374,4.127796905453348,0.8989247686288276,0.9861165285110474,0.20833333333333334,23.45066467920939,0.939436071666459
13008,0.8929210603237152,0.9639216065406799,-0.012785382568836212,-3.974250704050064,-5.8790613905181095,-13.712072886254767,0.9331352151590182,0.9870374798774719,0.30434782608695654,24.239788884701934,0.9452165896525386
14001,0.9176137372851372,1.0189270973205566,-0.004337041638791561,-0.8627398870885372,11.84477025973971,0.1213592824763394,0.9553266190654954,0.9957594275474548,0.23809523809523808,16.532899084545317,0.9597570689883025
14002,0.9087707176804543,0.985404372215271,-0.009303923696279526,-2.496490254998207,7.004678491870873,-46.721056331108564,0.9505633648459975,0.9898901581764221,0.17391304347826086,23.021979953931726,0.9538617334176733
14005,0.9138696566224098,0.9618151187896729,-0.008169910870492458,-4.684675112366676,1.88639528976423,-19.551214005072943,0.9408587601250014,0.9897449612617493,0.09523809523809523,17.913239342825754,0.9560177844875646
15006,0.9198518320918083,0.9134340882301331,-0.02784264087677002,-12.771238386631012,-5.613596210728801,-19.096546309038484,0.9023397707071015,0.9777337908744812,0.52,22.905727533193733,0.9606543619168301
15007,0.9429716467857361,0.9049780368804932,-0.019724268466234207,-11.355768889188766,-3.697600497515721,28.659319628810543,0.8999948011138836,0.9832687377929688,0.42857142857142855,20.109285007823598,0.9736954149600046
15010,0.8836401179432869,0.8739199042320251,-0.0247210580855608,-12.951146066188812,0.07921871378542905,3.198843474135371,0.8592231207056538,0.9743445515632629,0.18181818181818182,21.122009103948418,0.9428708729236729
15011,0.8198950439691544,0.768422544002533,-0.059894148260354996,-24.8529851436615,-1.76044809465066,-5.80085536415238,0.7428021378038152,0.921714186668396,0.46153846153846156,39.72797393798828,0.920037798785688
15012,0.8788836672902107,0.9309698939323425,-0.036359064280986786,-4.023610427975655,-14.283951775842398,-33.811566355618936,0.9025825065433944,0.9698613286018372,0.7083333333333334,28.793434302012127,0.938220772309705
15013,0.8583442568778992,0.8733016848564148,0.01631486602127552,-16.350671648979187,0.02822404492952262,-2.2723572149283227,0.8527564521542378,1.021877646446228,0.15384615384615385,27.788683084341198,0.9282395101190225
15014,0.8336767107248306,0.8846926093101501,0.021292131394147873,-12.765529751777649,-8.764670064621656,21.483726272404304,0.8536373844504405,1.026279330253601,0.3333333333333333,28.70103972298758,0.9137699722589128
15016,0.9657554775476456,0.9729232788085938,-0.013873035088181496,-0.5679144989699125,-0.6084284295162173,21.587785108343837,0.966082815707249,0.9888632893562317,0.35,8.944812417030334,0.9828769092769948
15021,0.8859636783599854,0.9806215167045593,0.006505276076495647,-4.984147846698761,7.03391291379621,-447.9137762366005,0.9385894510186368,1.006295084953308,0.7058823529411765,26.445694530711457,0.9420681277983235
15023,0.9066807329654694,0.9537607431411743,0.04701727256178856,-10.660184919834137,6.533385567732106,18.191851045220695,0.9105068021395063,1.0607905387878418,0.16666666666666666,21.44461441040039,0.953358023387458
15024,0.9035302922129631,0.9482415318489075,-0.031552866101264954,-4.555576294660568,-2.8709224433833516,1.5734391726073973,0.9181204958236611,0.9596124291419983,0.16666666666666666,23.435309727986652,0.9510698630800472
15025,0.8475306630134583,0.9357230067253113,0.01088535413146019,-9.147033840417862,2.768861415387957,-8.10895366527196,0.8973152236495828,1.0118290185928345,0.19230769230769232,27.217914440013747,0.9207995849200827
15030,0.9251536205410957,1.0669783353805542,0.03560108691453934,9.760833531618118,6.149595438048371,-7.9887905204650025,0.9160055943766358,1.038995385169983,0.30434782608695654,16.234106602876082,0.9676221881357477
15039,0.7780656963586807,0.8112493753433228,-0.022759495303034782,-19.51136738061905,-6.62634813923753,-3.0646412713362823,0.7776035392917031,0.9731440544128418,0.2413793103448276,42.20876036019161,0.8854917225091967
16001,0.9116354435682297,0.9690250158309937,0.0011111472267657518,-6.2681712210178375,-2.446610397535294,9.87936591233471,0.9452781992990473,1.0010570287704468,0.32,22.687495671785797,0.9549011250931574
16003,0.9151143804192543,0.9322632551193237,0.005405445583164692,-7.26289376616478,-7.949295792958589,15.709389975509067,0.9193649659107147,1.007773518562317,0.07407407407407407,18.55948942678946,0.9569498603403926
16004,0.9315536543726921,0.9957066178321838,-0.011807790026068687,-0.6852543447166681,1.0357692270530392,8.234437735581485,0.9635378322453875,0.9883745312690735,0.5217391304347826,19.949829578399658,0.9657085284113843
17001,0.7826005816459656,0.8486931920051575,0.0077023315243422985,-12.53759115934372,-6.121188165938207,19.02109125921359,0.8097863657758414,1.0128188133239746,0.30434782608695654,32.369400107342265,0.8854436622262263
17003,0.8037862330675125,1.1748487949371338,0.05475251004099846,15.666261315345764,22.91042670594656,-50.454335113673935,0.8030838747736869,1.0584173202514648,0.2,27.879552841186523,0.9307809565378504
17004,0.8873756304383278,1.0277823209762573,0.05950009822845459,2.0445559173822403,-3.539200305899041,-11.23970925254188,0.9141523290176382,1.061818242073059,0.5454545454545454,19.767455621199172,0.9473077785506748
17005,0.8904293328523636,0.9040937423706055,-0.006479902658611536,-10.283824056386948,-4.38590473400573,-25.891844443021977,0.8888613693827089,0.991340160369873,0.16666666666666666,23.342223962148033,0.9445131354229547
17015,0.8437582552433014,0.9642761945724487,0.001770403585396707,-5.853811278939247,7.668915240672569,-22.30409375778146,0.912028298063649,1.0025373697280884,0.20833333333333334,24.86884593963623,0.9196483240858312
17018,0.6772858798503876,0.8999802470207214,-0.14520716667175293,-6.949359178543091,18.964267077007012,23.08710948816612,0.7495329966945433,0.8372728824615479,0.34782608695652173,48.66199493408203,0.8379825503953153
18001,0.8415300250053406,0.8494700789451599,-0.06250230222940445,-19.472265243530273,6.556173610158078,18.882274318058613,0.8131380220088699,0.9210676550865173,0.20833333333333334,27.267038822174072,0.9223609208423991
18002,0.8646043688058853,0.8399713039398193,-0.03965066000819206,-18.373164534568787,-4.290947111934957,36.678485884410236,0.820980023759063,0.9521500468254089,0.23809523809523808,23.927243550618492,0.9355845491223309
18003,0.935232125222683,0.9416487812995911,-0.060339558869600296,-4.328908026218414,1.2629692130158165,-10.714708700618472,0.9061036734838662,0.9331250190734863,0.4166666666666667,17.63321955998739,0.9693504920842132
18008,0.9286977350711823,0.9587921500205994,-0.0013862355845049024,-5.236921086907387,-4.942488520098237,23.20375009190409,0.9450656678955814,0.9985056519508362,0.25,16.31081302960714,0.9637031562289264
18010,0.9321138113737106,0.9747216105461121,-0.032081346958875656,-1.90536230802536,-0.1562041157433481,31.391313527881703,0.9440078169991333,0.9633622169494629,0.2,14.063943624496462,0.9660323619166434
18014,0.8662375509738922,0.963877260684967,0.013246692717075348,-4.795502126216888,5.1221363188674065,25.008509064084976,0.920712207488931,1.0165234804153442,0.0,25.322092147100538,0.9313802044551266
18017,,,,,,,,,,,
18018,,,,,,,,,,,
19001,0.8982392400503159,1.0145256519317627,0.03278406336903572,-0.6691912189126015,-0.711890446016839,-0.8229851897626209,0.9320134909199853,1.0442619323730469,0.28,19.614761352539062,0.9504817993516724
19006,0.8716389238834381,1.0213024616241455,-0.0163573045283556,6.816037744283676,-8.673214764931505,32.074155272150264,0.9313451759886838,0.981162428855896,0.2916666666666667,22.996457417805992,0.9375113138066784
19010,0.5450713038444519,0.6283624172210693,-0.37138375639915466,-26.587626338005066,-19.37383901802366,22.767867163308345,0.459516581289501,0.6342872977256775,0.13636363636363635,43.31842769276012,0.8576551639066778
19017,0.8943993598222733,0.9820383787155151,0.056345134973526,-4.557342827320099,5.561918614327631,-0.5874201986090065,0.8907189745624311,1.0944311618804932,0.2608695652173913,24.194632405820098,0.9480146333337984
19020,0.8168193399906158,0.7866430878639221,-0.07314333319664001,-19.905607402324677,-8.190509104396662,-186.49918872788618,0.7411627209822591,0.8799868226051331,0.21052631578947367,29.752666071841595,0.91590242390738
20002,0.8743779510259628,1.0576822757720947,0.052279528230428696,4.042157903313637,16.27620383519931,75.79659818417232,0.8820388024363393,1.0859826803207397,0.4,18.769173622131348,0.9434794030705045
20003,0.8623169958591461,0.821433961391449,-0.0830773413181305,-20.93498706817627,13.156240302873279,2.583099551065416,0.7734742315040153,0.8742842674255371,0.25,32.36765066782634,0.9398032539782089
20007,0.8576717376708984,0.8860194087028503,-0.06344231218099594,-9.99409556388855,3.5547643630736427,-27.436606749415148,0.8350753920256984,0.9040428400039673,0.38095238095238093,29.072959082467214,0.9292838450668804
2001,0.7862962782382965,0.794460654258728,-0.096971794962883,-21.241499483585358,-10.965485173151272,-9.566881010926998,0.7460295573271969,0.8911301493644714,0.24,34.98859405517578,0.8980102028325031
2002,0.8044930994510651,0.805613100528717,-0.0570940226316452,-20.86554914712906,-10.29755257338128,21.42086951615592,0.7710396325367276,0.926200270652771,0.37037037037037035,36.76733440823025,0.9041345571588291
21003,0.9097932875156403,1.007054090499878,0.003308550687506795,0.01652999490033835,0.20582785472315934,5.422934715379898,0.9545739823487278,1.003247857093811,0.43478260869565216,23.00203572148862,0.9552427177861367
21006,0.8772421106696129,0.9887411594390869,0.0439007543027401,-4.391537979245186,-3.955607222556675,7.3854162676987,0.9225931436583442,1.0462523698806763,0.4166666666666667,25.81682801246643,0.9389608470050347
21008,0.7901911735534668,0.91170734167099,-0.011497575789690018,-10.820011794567108,1.7104753378304318,-3.121490953031891,0.8576660563742183,0.9856702089309692,0.5238095238095238,21.666882254860617,0.8892840793689462
21009,0.881816066801548,0.9184831380844116,-0.005448648706078529,-11.194013059139252,0.6281251962734791,31.761493404198387,0.8981990560869922,0.9942045211791992,0.17391304347826086,19.743023747983184,0.9392970690143227
21011,0.8513711392879486,1.0249049663543701,0.10439249128103256,0.43636076152324677,-8.098373959691973,15.471354761649911,0.8618126326653122,1.118327021598816,0.20833333333333334,21.09009027481079,0.9331104858641283
21012,0.8117877691984177,0.8972898721694946,0.012645034119486809,-13.510443270206451,-4.627717941081478,26.150100097250974,0.856390145270253,1.0170619487762451,0.3333333333333333,29.117707411448162,0.9010893841870496
21013,0.8120750188827515,0.973289966583252,-0.017435753718018532,-3.883267566561699,-3.728119816228951,3.9754638847803747,0.8983813727449949,0.9801662564277649,0.391304347826087,23.451504500015922,0.9039815531474358
21015,0.7929448038339615,0.9930450916290283,-0.0008758004405535758,-6.822244077920914,5.03933874052614,11.623075053300775,0.895534261229058,0.9988781213760376,0.625,29.89052931467692,0.8957720708501643
