basin,FHV_1%,mNSE,NSE,Alpha-NSE,Beta-NSE,FHV,FMS,FLV,KGE,Beta-KGE,Peak-Timing,Peak-MAPE,Pearson-r
10002,-8.696422725915909,0.7393348515033722,0.9046737849712372,0.937778115272522,-0.07662267237901688,-7.587823271751404,10.598164429964688,-10.648072079211412,0.8916403267872295,0.9239206910133362,0.375,19.235670566558838,0.9543689296219059
10003,-1.9260667264461517,0.7582540959119797,0.9285068958997726,0.9661499857902527,-0.07873959839344025,-3.942447528243065,4.177844611495168,11.005839714414446,0.920407227055811,0.9360694289207458,0.28,16.1115665435791,0.9668025885884823
1001,15.044744312763214,0.7056966722011566,0.8456479161977768,1.0537244081497192,0.047019146382808685,11.588431894779205,-15.921837635243586,46.716736508787584,0.894931234838391,1.0560115575790405,0.3333333333333333,22.192630061396844,0.9291774132135973
101002,-29.64259684085846,0.5540435910224915,0.7666701823472977,0.7483063340187073,-0.20321673154830933,-25.71392059326172,0.7747498977123395,55.425893459496244,0.6534703533716066,0.7778738141059875,0.3,41.025567054748535,0.9140171410252298
101005,-19.46466863155365,0.6749133169651031,0.8359376043081284,0.8271307349205017,-0.013196193613111973,-16.710032522678375,-1.2873274647504735,29.656159265034738,0.8082780659731763,0.9823476076126099,0.21739130434782608,28.93251543459685,0.9189943815475649
102001,-17.753110826015472,0.7247284054756165,0.8259248286485672,0.8815235495567322,0.03019329346716404,-12.20821812748909,-7.491467293804971,-3.038321575250979,0.8429377110674381,1.0498559474945068,0.23809523809523808,31.225270316714333,0.9097432673174769
106001,-23.340517282485962,0.7015879452228546,0.8526494950056076,0.8320757150650024,-0.08896928280591965,-20.168884098529816,-5.205303572040664,52.9021734731599,0.7978801375482685,0.9095239043235779,0.48,32.061256408691406,0.9331572783488917
11001,-0.8840158581733704,0.789474293589592,0.9439094886183739,0.9769170880317688,0.005825238302350044,-0.5526612978428602,-2.013711637170515,12.131384300296501,0.9630180812297756,1.0052218437194824,0.15384615384615385,15.062576073866623,0.9715821563245262
11003,-7.779908925294876,0.7077900469303131,0.8879150822758675,0.9374931454658508,0.009709700010716915,-5.433013290166855,-1.811921779831532,-6.590431561784091,0.9145343639890853,1.0086212158203125,0.4230769230769231,24.53742394080529,0.9423550287295026
11004,21.547931432724,0.7025875747203827,0.8295929431915283,1.2119508981704712,0.05109738931059837,19.556516408920288,15.073325702843574,9.113141727232957,0.7784668731135145,1.0398000478744507,0.5384615384615384,16.248257343585674,0.9493077988046913
12001,-13.281933963298798,0.6929606795310974,0.8550981283187866,0.8864398002624512,-0.02513224259018898,-12.886832654476166,1.7246986548410825,0.6038983603691216,0.8624033548939257,0.97663813829422,0.5217391304347826,26.432275772094727,0.9258977652317085
12002,-12.98602819442749,0.709918200969696,0.8806891813874245,0.8958805203437805,-0.004451759159564972,-11.615564674139023,-2.2781254827429795,9.39562082636704,0.8794849250714716,0.9955856800079346,0.32,24.82709312438965,0.9394728902048464
12005,-10.20808070898056,0.6704168915748596,0.8397576808929443,0.8802543878555298,-0.048366203904151917,-12.810961902141571,-2.57521997345817,2.225674325110707,0.8455862218822301,0.9465705156326294,0.08333333333333333,28.878772258758545,0.9184531211818204
12006,-13.593439757823944,0.6557688415050507,0.8257324695587158,0.8828569054603577,-0.020514270290732384,-12.321323156356812,-3.8794836908757873,-16.975905441991216,0.8504391444957736,0.9794541001319885,0.16666666666666666,27.16754873593648,0.9093147702244399
12007,-18.802157044410706,0.6319211721420288,0.8122442215681076,0.8362158536911011,-0.019704271107912064,-17.136242985725403,-12.263550806429858,10.093238980564502,0.8091259686394474,0.9801775217056274,0.4074074074074074,33.516495316116895,0.9040066740863536
12008,-4.268506541848183,0.7166635096073151,0.8666844367980957,0.9496746063232422,-0.012024334631860256,-4.890120401978493,1.9071971557971485,11.032278173652509,0.9128491631533308,0.9817830920219421,0.08333333333333333,21.575556198755898,0.9312194258669421
12009,-7.506763190031052,0.6499088704586029,0.8469292521476746,0.9295201301574707,0.03818000108003616,-9.429559856653214,9.384310976551042,-51.072313565900465,0.8772523766411785,1.0622665882110596,0.15384615384615385,23.43157438131479,0.9211175622855533
13001,-9.028361737728119,0.7508764266967773,0.8947241902351379,0.9327756762504578,-0.006530780345201492,-7.790841907262802,8.738147701575585,-20.368782668651665,0.9133987593866487,0.9918664693832397,0.34782608695652173,25.671610624893855,0.946013790169206
13004,-20.50667256116867,0.7031445801258087,0.8438326716423035,0.8575534224510193,-0.07256820797920227,-17.06770658493042,2.74979370329837,-16.31501338494495,0.8214421514536578,0.9238906502723694,0.20833333333333334,35.23375193277995,0.9238472278500782
13005,-11.233818531036377,0.7685900777578354,0.9083755910396576,0.9343515634536743,0.02405470423400402,-9.160856157541275,1.1195619456547627,32.07618436809815,0.9131853957650041,1.0327520370483398,0.14285714285714285,20.864264170328774,0.9535848908577584
13007,-9.881653636693954,0.7430701553821564,0.882857657968998,0.921302080154419,0.001717437175102532,-9.980441629886627,-1.1703233748206654,8.97416346365354,0.9008873115068792,1.0021291971206665,0.25,21.72751029332479,0.9397884649594926
13008,-5.149649456143379,0.7566287070512772,0.9020520076155663,0.9572718143463135,0.001255437615327537,-5.882690474390984,-3.698281318084215,-3.469560751895578,0.9340612756652836,1.0012727975845337,0.21739130434782608,22.794968148936395,0.9497944474789629
14001,-2.9035303741693497,0.7780474275350571,0.9085517823696136,1.031463384628296,-0.007134540937840939,0.06904926267452538,10.668459996290853,-22.643744912939855,0.9456012673132095,0.9930241107940674,0.23809523809523808,17.66943818046933,0.9561751837944829
14002,3.7392742931842804,0.7469012439250946,0.9018099084496498,1.0431182384490967,0.05461222678422928,3.5422425717115402,0.45839244457152273,-7.675752355974058,0.9140764189855913,1.059342861175537,0.30434782608695654,19.348644173663594,0.955255121914487
14005,-4.032480716705322,0.774461105465889,0.904843308031559,0.9986040592193604,0.02059967629611492,-0.7085248827934265,-1.3366847398605681,32.91627682584555,0.9459604209877849,1.0258570909500122,0.23809523809523808,14.475042479378835,0.9525685937720882
15006,-17.598605155944824,0.7816717326641083,0.9214369207620621,0.9025947451591492,-0.023600146174430847,-12.351668626070023,-7.2408626825115565,-24.78718241962133,0.8937706692570033,0.981126606464386,0.56,23.746472138624924,0.9620436822657449
15007,-12.417707592248917,0.8009272217750549,0.9399742148816586,0.9015476703643799,-0.024002958089113235,-10.896071791648865,-4.577187759176801,13.477633722890776,0.8957459110837088,0.9796392917633057,0.7619047619047619,23.36436618458141,0.9724047938006374
15010,-14.092877507209778,0.7317101359367371,0.878059022128582,0.8746461868286133,-0.010791435837745667,-12.966582179069519,-4.345091763655784,6.218861333385655,0.8602911586170888,0.9888006448745728,0.3181818181818182,22.659631208939988,0.939340653410022
15011,-25.921890139579773,0.6544429957866669,0.8099054545164108,0.7804904580116272,-0.052539851516485214,-22.68083542585373,-0.5197886246819964,-17.947818142217294,0.7533284961706296,0.9313267469406128,0.34615384615384615,40.27717663691594,0.9108575516841764
15012,-8.581211417913437,0.6992737054824829,0.8853235766291618,0.9170846343040466,-0.03909202292561531,-8.454279601573944,-10.379362023697619,-26.927983329687784,0.8937826548512564,0.9675958752632141,0.4583333333333333,30.998871723810833,0.9420591746520948
15013,-18.2969331741333,0.7294091284275055,0.8475696444511414,0.864812970161438,-0.003785918466746807,-15.889710187911987,1.4930651042345044,4.863649366596878,0.8440640309801919,0.9949232339859009,0.23076923076923078,29.272277538593,0.9224453750933422
15014,-12.112747132778168,0.6586176753044128,0.831079438328743,0.9090233445167542,0.028714429587125778,-10.616079717874527,-6.630337152101087,4.44811466406135,0.868621094956417,1.0354400873184204,0.25925925925925924,28.287322180611746,0.9120928611636329
15016,-1.0935058817267418,0.819035604596138,0.9635009579360485,0.9539287090301514,0.0006141476333141327,-2.103845588862896,-4.6250011872483325,17.086529846860017,0.9505281742709343,1.000493049621582,0.3,10.569983720779419,0.9819818260800588
15021,-13.930200040340424,0.7763021737337112,0.9049681276082993,0.9707193970680237,0.012213240377604961,-9.375832229852676,6.606783703043504,27.106160333431745,0.9421850140245295,1.0118186473846436,0.5882352941176471,25.259556489832264,0.9515692404635107
15023,-11.833681166172028,0.7645958513021469,0.9102649390697479,0.9497811794281006,0.0366436168551445,-11.161311715841293,9.211437388980222,19.037950304347614,0.9174764652346743,1.0473780632019043,0.20833333333333334,20.46731948852539,0.9547946576412959
15024,-6.384216248989105,0.7707266211509705,0.9059595689177513,0.9202972054481506,-0.05033130571246147,-7.915588468313217,1.2248833128143022,14.548666254327008,0.8875571062177643,0.9355760812759399,0.13333333333333333,20.628665288289387,0.9537352445269129
15025,-13.748012483119965,0.710515022277832,0.8577017337083817,0.9402974843978882,0.03321031108498573,-10.355857759714127,5.7115146399846415,8.238369178202255,0.8988919771284286,1.0360891819000244,0.2692307692307692,25.886950669465243,0.9268152142206815
15030,2.8549138456583023,0.7672997117042542,0.9274361357092857,1.0105648040771484,0.06942648440599442,2.977007068693638,-6.915370648396464,-36.68592669336363,0.9162484857178881,1.0760457515716553,0.2608695652173913,15.126425286997918,0.9665374130219978
15039,-20.484639704227448,0.6044544577598572,0.7989288717508316,0.8268566727638245,0.017277155071496964,-17.818889021873474,-11.143686846952912,-7.850480966438958,0.7973653381010157,1.020386815071106,0.1724137931034483,38.61469400340113,0.8967209013993691
16001,-7.675916701555252,0.7468712329864502,0.9128002375364304,0.9618358612060547,0.01409071683883667,-6.494893133640289,-4.22863157497,10.723587740766096,0.9398856840291109,1.0134049654006958,0.4,22.120228180518517,0.9555305003696858
16003,-6.871794164180756,0.762420266866684,0.9093794673681259,0.9373300075531006,-0.0011878109071403742,-6.359957903623581,-4.4571867458161805,6.980290927139504,0.9220965729620747,0.9982917904853821,0.07407407407407407,20.68876690334744,0.9537561029841441
16004,-2.221294492483139,0.7762572467327118,0.931890182197094,0.9706003665924072,-0.005348780192434788,-2.7485493570566177,-4.093665475952127,11.826095664315153,0.9542718765541701,0.9947338104248047,0.43478260869565216,19.132399559020996,0.9653735639036543
17001,-14.986464381217957,0.6662940084934235,0.7924232631921768,0.8559108972549438,-0.012142162770032883,-12.410196661949158,2.6090212003389026,15.822606558399672,0.8181728719936812,0.9797919988632202,0.34782608695652173,33.12254988628885,0.8909538096070899
17003,15.013901889324188,0.6552962958812714,0.814984992146492,1.169417142868042,0.05263987183570862,13.746343553066254,24.071140484848154,-71.65460792418868,0.8098257030276365,1.0561633110046387,0.12,27.816013336181637,0.9343511048961339
17004,0.8022206835448742,0.7368474304676056,0.8835806027054787,1.0014675855636597,0.03626243770122528,-0.12202421203255653,-6.625799892082404,-2.8233605041412653,0.9312685396624766,1.0376752614974976,0.5909090909090909,23.20838624780828,0.9425331878051595
17005,-13.126231729984283,0.7664551734924316,0.8893843293190002,0.8927775621414185,-0.022892756387591362,-11.673188954591751,-4.461753242932701,-32.68342172450112,0.8755745409877425,0.9694057703018188,0.16666666666666666,22.570602099100746,0.944781916193619
17015,-8.48369374871254,0.6928072571754456,0.8378183394670486,0.9632642865180969,0.061228469014167786,-6.9095179438591,1.3862262696704268,-20.60826508644637,0.8747075686265415,1.0877519845962524,0.25,25.37221908569336,0.9184630763772179
17018,-30.34140169620514,0.6631764769554138,0.7190107107162476,0.761551022529602,-0.08638165146112442,-25.162842869758606,2.9903318089890045,-11.476405918395558,0.7059497456766921,0.9031959772109985,0.391304347826087,45.62783033951469,0.8577445312728181
18001,-18.171703815460205,0.7120845913887024,0.8524125069379807,0.8707647323608398,-0.062280651181936264,-17.67292469739914,11.768082859298852,14.02290390495738,0.8320521092555659,0.9213476181030273,0.125,24.681494633356728,0.9270716623960769
18002,-17.20988154411316,0.7169908285140991,0.8655636608600616,0.8472457528114319,-0.046132590621709824,-16.975630819797516,-7.694503485516465,26.923914532769995,0.825159634845257,0.944327712059021,0.14285714285714285,24.823502131870814,0.935689117493892
18003,-7.174193114042282,0.7838528901338577,0.9356886669993401,0.9241844415664673,-0.03286755084991455,-7.230349630117416,-2.3293896532454963,-19.026611248621734,0.9103220985649197,0.9635725617408752,0.25,21.202103296915688,0.9689006616293977
18008,-6.795867532491684,0.8290617018938065,0.9325288757681847,0.9624651670455933,-0.0025914765428751707,-5.200141295790672,-2.5335796398541173,17.777368232585733,0.9490662956307081,0.997206449508667,0.3333333333333333,18.3473269144694,0.9656841926873987
18010,4.459504783153534,0.7894723862409592,0.9310688078403473,0.9971427321434021,-0.03216363117098808,1.9355317577719688,0.8380167511415003,25.79495120467854,0.9498381276779854,0.9632682204246521,0.1,14.671552181243896,0.9659584691226466
18014,-4.881981760263443,0.7069330513477325,0.8668698519468307,0.9725913405418396,0.017123643308877945,-5.25837279856205,10.328292321519195,28.609872220534516,0.9237214696155955,1.0213594436645508,0.047619047619047616,24.7560909816197,0.9320959960631776
18017,,,,,,,,,,,,,
18018,,,,,,,,,,,,,
19001,2.0102137699723244,0.7651946246623993,0.8870973736047745,1.0346320867538452,0.025006087496876717,0.8973371237516403,4.357963283696267,-8.576257389902684,0.9277454889385536,1.033760905265808,0.24,19.583173751831055,0.946320076272074
19006,8.980877697467804,0.6515305936336517,0.8548959642648697,1.044529676437378,-0.007930384948849678,8.849141746759415,-8.790306701462297,27.629822362578228,0.9178064693585137,0.9908671379089355,0.375,23.341846466064453,0.9315202568220282
19010,-34.14736092090607,0.14290273189544678,0.48688769340515137,0.5853550434112549,-0.39997732639312744,-30.575084686279297,-23.841219255801928,46.6155796536724,0.40753065888009954,0.6061303615570068,0.09090909090909091,41.8552268635143,0.8452221331864519
19017,-3.6979712545871735,0.6669986248016357,0.8875313028693199,1.0100196599960327,0.08266226947307587,-2.020470052957535,13.014052070376843,-4.304538766737835,0.8516005629673287,1.1385371685028076,0.30434782608695654,22.794756682022758,0.9477558398631735
19020,-18.809905648231506,0.7072902917861938,0.8190003484487534,0.7863710522651672,-0.08490588515996933,-21.23706191778183,-0.2654613989274054,-80.73114150180132,0.7322592505972092,0.8606868982315063,0.21052631578947367,33.10598574186626,0.9185160061354534
20002,-2.7559615671634674,0.6719055771827698,0.8606279790401459,1.032022476196289,0.0826566144824028,-1.0344510897994041,13.76745781572533,84.28288816799493,0.8464884675424487,1.135943055152893,0.3,18.406280279159546,0.9362831468807397
20003,-21.607589721679688,0.7132744789123535,0.8704054057598114,0.8419204354286194,-0.06464724242687225,-20.415543019771576,15.260144375174347,10.89584419252848,0.8047661193790987,0.9021733403205872,0.20833333333333334,33.05596510569255,0.94035887272035
20007,-11.4414781332016,0.6666356027126312,0.8699779957532883,0.9203903079032898,-0.08112920075654984,-9.766603261232376,17.53756681831694,-16.363381061593078,0.8404942586405493,0.8772912621498108,0.47619047619047616,29.98273032052176,0.936384403593863
2001,-24.616874754428864,0.6726424098014832,0.8008850812911987,0.8101105690002441,-0.10337930917739868,-22.46885448694229,-2.23783031063543,-33.177234248870576,0.7583955046383161,0.8839364647865295,0.32,32.953800201416016,0.9059574991436616
2002,-22.95345366001129,0.7044935524463654,0.8344587683677673,0.8057112693786621,-0.033471569418907166,-20.957019925117493,-15.69238003937394,22.376793170661674,0.7859920052007257,0.9567346572875977,0.2222222222222222,33.255767822265625,0.921390705946855
21003,0.37572954315692186,0.7757162153720856,0.9062534645199776,1.014344573020935,0.01902049593627453,0.6685715634375811,-3.903537879503585,-8.931805297635345,0.9483859255364039,1.0186713933944702,0.4782608695652174,23.72337009595788,0.9540693460062929
21006,-6.713409721851349,0.7440051138401031,0.8763895854353905,0.9822139739990234,0.04836934059858322,-5.5220551788806915,-1.8481225352748047,11.455021966202615,0.9181192862480398,1.0509603023529053,0.4166666666666667,25.342682997385662,0.9384276348698257
21008,-12.700843811035156,0.721712201833725,0.7957111895084381,0.9101976156234741,-0.01715802773833275,-10.090237110853195,0.9884385743959226,4.537476419003802,0.8582040823988839,0.978615403175354,0.5714285714285714,21.51055552742698,0.8923695534373264
21009,-15.147027373313904,0.7622427195310593,0.8725281804800034,0.9134390950202942,-0.0029610947240144014,-11.228213459253311,1.747491080860277,25.822105028710347,0.8913022603939833,0.9968504309654236,0.21739130434782608,21.405446011087168,0.9343304595763896
